student_id,수강년도,수강학기,교과목번호,교과목명,이수구분,영역,세부영역,학점
20210004,2022,1,5110124,전자회로및설계,전공선택,전공,선택,3
20210004,2022,1,5110121,미래설계구현,전공필수,전공,필수,1
20210004,2022,1,0921016,만화인문학,교양선택,일반,인간과문화,3
20210004,2022,1,0933027,CBNU전공탐색,교양선택,확대,진로와취업,1
20210004,2022,2,5110014,데이터 구조,전공필수,전공,필수,3
20210004,2022,2,5110129,오픈소스개발프로젝트,전공선택,전공,선택,3
20210004,2022,2,5110032,컴퓨터네트워크,전공필수,전공,필수,3
20210004,2022,2,5110127,오토마타이론,전공선택,전공,선택,3
20210004,2022,2,5110013,선형대수학,전공선택,전공,선택,3
20210004,2022,2,5110126,창업탐색,전공필수,전공,필수,1
20210004,2022,2,5110128,논리회로및설계,전공선택,전공,선택,3
20210004,2023,1,5110011,컴퓨터구조,전공필수,전공,필수,3
20210004,2023,1,5110132,오픈소스전문프로젝트,전공선택,전공,선택,3
20210004,2023,1,5110018,프로그래밍언어론,전공필수,전공,필수,3
20210004,2023,1,5110016,운영체제,전공필수,전공,필수,3
20210004,2023,1,5110099,알고리즘,전공선택,전공,선택,3
20210004,2023,1,5110130,창업기획,전공필수,전공,필수,1
20210004,2023,1,5110146,고급컴퓨터프로그래밍,전공선택,전공,선택,3
20210005,2021,1,0921075,유네스코유산으로떠나는불교문화여행,교양선택,일반,인간과문화,3
20210005,2021,1,0941009,일반화학 및 실험,교양선택,자연이공계기초,기초과학,3
20210005,2021,1,0922012,일상생활의심리학,교양선택,일반,사회와역사,3
20210005,2021,1,0923014,나무문화그리고환경,교양선택,일반,자연과과학,3
20210005,2021,1,0933017,진로탐색과 진로설정 인문사회계열,교양선택,확대,진로와취업,2
20210005,2021,1,0911002,차이와비판적사고,교양선택,개신기초,인성과비판적사고,3
20210005,2021,1,0931012,공부에 대한 공부,교양선택,확대,미래융복합,3
20210005,2021,1,0933027,CBNU전공탐색,교양선택,확대,진로와취업,1
20210005,2021,2,0934010,테니스의이론과실기,교양선택,확대,예술과체육,2
20210005,2021,2,0921068,호모사피엔스에서한글까지,교양선택,일반,인간과문화,3
20210005,2021,2,0941013,일반생물학및실험I,교양선택,자연이공계기초,기초과학,3
20210005,2021,2,0914008,공학도를위한AI활용입문,교양선택,개신기초,정보문해,3
20210005,2021,2,0914010,교육을위한AI활용입문,교양선택,개신기초,정보문해,3
20210005,2021,2,0911001,역사와비판적사고,교양선택,개신기초,인성과비판적사고,3
20210005,2021,2,0914002,기초컴퓨터프로그래밍,교양선택,개신기초,정보문해,3
20210005,2022,1,5110147,논리회로,전공선택,전공,선택,3
20210005,2022,1,5110054,자료구조,전공선택,전공,선택,3
20210005,2022,1,5110007,C/C++프로그래밍,전공선택,전공,선택,3
20210005,2022,1,5110122,미래설계탐색,전공필수,전공,필수,1
20210005,2022,1,5110005,이산수학,전공필수,전공,필수,3
20210005,2022,1,5110001,창의공학설계,전공필수,전공,필수,2
20210005,2022,1,5110121,미래설계구현,전공필수,전공,필수,1
20210005,2022,1,5110146,고급컴퓨터프로그래밍,전공선택,전공,선택,3
20210005,2022,2,5110032,컴퓨터네트워크,전공필수,전공,필수,3
20210005,2022,2,5110126,창업탐색,전공필수,전공,필수,1
20210005,2022,2,5110128,논리회로및설계,전공선택,전공,선택,3
20210005,2022,2,5110127,오토마타이론,전공선택,전공,선택,3
20210005,2022,2,5110014,데이터 구조,전공필수,전공,필수,3
20210005,2022,2,5110129,오픈소스개발프로젝트,전공선택,전공,선택,3
20210005,2022,2,5110123,미래설계준비,전공필수,전공,필수,1
20210005,2022,2,5110013,선형대수학,전공선택,전공,선택,3
20210005,2023,1,5110099,알고리즘,전공선택,전공,선택,3
20210005,2023,1,5110018,프로그래밍언어론,전공필수,전공,필수,3
20210005,2023,1,5110011,컴퓨터구조,전공필수,전공,필수,3
20210005,2023,1,5110124,전자회로및설계,전공선택,전공,선택,3
20210005,2023,1,5110132,오픈소스전문프로젝트,전공선택,전공,선택,3
20210005,2023,1,5110125,오픈소스기초프로젝트,전공선택,전공,선택,3
20210005,2023,1,5110068,인터넷프로그래밍,전공선택,전공,선택,3
20210005,2023,2,5110107,마이크로프로세서,전공선택,전공,선택,3
20210005,2023,2,5110131,창업설계,전공필수,전공,필수,1
20210005,2023,2,5110085,소프트웨어공학,전공선택,전공,선택,3
20210005,2023,2,5110120,오픈소스SW이해 및 실습,전공선택,전공,선택,3
20210005,2023,2,5110133,산학프로젝트(종합설계),전공필수,전공,필수,3
20210005,2023,2,5110108,정보보호,전공선택,전공,선택,3
20210005,2023,2,5110134,인공지능,전공선택,전공,선택,3
20210005,2024,1,5110166,정보·컴퓨터교재연구및지도법,전공선택,전공,선택,3
20210005,2024,1,5110089,분산컴퓨팅시스템,전공선택,전공,선택,3
20210005,2024,1,5110130,창업기획,전공필수,전공,필수,1
20210005,2024,1,5110047,데이터통신,전공선택,전공,선택,3
20210005,2024,1,5100012,창업산학초청세미나Ⅰ,전공선택,전공,선택,1
20210005,2024,1,5110138,소프트웨어실전영어,전공선택,전공,선택,2
20210005,2024,1,5110136,머신러닝,전공선택,전공,선택,3
20210005,2024,1,5110135,캡스톤디자인,전공필수,전공,필수,2
20250001,2025,1,5110001,창의공학설계,전공필수,전공,필수,2
20250001,2025,1,5110122,미래설계탐색,전공필수,전공,필수,1
20250001,2025,1,0913001,ACTIONENGLISH(영어Ⅱ),교양선택,개신기초,영어,3
20250001,2025,1,0921037,문화로보는생활사,교양선택,일반,인간과문화,3
20250001,2025,1,0941009,일반화학 및 실험,교양선택,자연이공계기초,기초과학,3
20250001,2025,1,0921018,현대한국사회의이해,교양선택,일반,인간과문화,3
20250001,2025,1,0941003,수학II,교양선택,자연이공계기초,수학,3
20250001,2025,1,0934003,음악의이론과감상,교양선택,확대,예술과체육,3
20250001,2025,2,5110123,미래설계준비,전공필수,전공,필수,1
20250001,2025,2,5110120,오픈소스SW이해 및 실습,전공선택,전공,선택,3
20250001,2025,2,0931020,배터리속소재이야기,교양선택,확대,미래융복합,3
20250001,2025,2,0914002,기초컴퓨터프로그래밍,교양선택,개신기초,정보문해,3
20250001,2025,2,0912001,대학글쓰기,교양선택,개신기초,의사소통,3
20250001,2025,2,0921021,우리의선사문화,교양선택,일반,인간과문화,3
20250001,2025,2,0921075,유네스코유산으로떠나는불교문화여행,교양선택,일반,인간과문화,3
20250001,2025,2,0934020,요가와필라테스,교양선택,확대,예술과체육,2
20240001,2024,1,5110001,창의공학설계,전공필수,전공,필수,2
20240001,2024,1,5110122,미래설계탐색,전공필수,전공,필수,1
20240001,2024,1,0921068,호모사피엔스에서한글까지,교양선택,일반,인간과문화,3
20240001,2024,1,0933017,진로탐색과 진로설정 인문사회계열,교양선택,확대,진로와취업,2
20240001,2024,1,0922032,생활속의경제학,교양선택,일반,사회와역사,3
20240001,2024,1,0911001,역사와비판적사고,교양선택,개신기초,인성과비판적사고,3
20240001,2024,1,0941026,일반생물학의 이해 및 실험I,교양선택,자연이공계기초,기초과학,4
20240001,2024,1,0922012,일상생활의심리학,교양선택,일반,사회와역사,3
20240001,2024,2,5110120,오픈소스SW이해 및 실습,전공선택,전공,선택,3
20240001,2024,2,5110123,미래설계준비,전공필수,전공,필수,1
20240001,2024,2,0934017,생활속의호신술,교양선택,확대,예술과체육,2
20240001,2024,2,0914006,정보기술프로그래밍(Python프로그래밍),교양선택,개신기초,정보문해,3
20240001,2024,2,0941023,일반화학의이해I,교양선택,자연이공계기초,기초과학,4
20240001,2024,2,0913001,ACTIONENGLISH(영어Ⅱ),교양선택,개신기초,영어,3
20240001,2024,2,0912002,글쓰기와발표,교양선택,개신기초,의사소통,3
20240001,2024,2,0933011,창업옴니버스,교양선택,확대,진로와취업,2
20240001,2025,1,5110121,미래설계구현,전공필수,전공,필수,1
20240001,2025,1,5110007,C/C++프로그래밍,전공선택,전공,선택,3
20240001,2025,1,5110005,이산수학,전공필수,전공,필수,3
20240001,2025,1,5110125,오픈소스기초프로젝트,전공선택,전공,선택,3
20240001,2025,1,5110047,데이터통신,전공선택,전공,선택,3
20240001,2025,1,5110124,전자회로및설계,전공선택,전공,선택,3
20240001,2025,1,0921059,동서양의예술과미학,교양선택,일반,인간과문화,3
20240001,2025,2,5110126,창업탐색,전공필수,전공,필수,1
20240001,2025,2,5110127,오토마타이론,전공선택,전공,선택,3
20240001,2025,2,5110013,선형대수학,전공선택,전공,선택,3
20240001,2025,2,5110128,논리회로및설계,전공선택,전공,선택,3
20240001,2025,2,5110032,컴퓨터네트워크,전공필수,전공,필수,3
20240001,2025,2,5110129,오픈소스개발프로젝트,전공선택,전공,선택,3
20240001,2025,2,5110014,데이터 구조,전공필수,전공,필수,3
20230001,2023,1,5110001,창의공학설계,전공필수,전공,필수,2
20230001,2023,1,5110122,미래설계탐색,전공필수,전공,필수,1
20230001,2023,1,0921020,한글맞춤법의이론과실제,교양선택,일반,인간과문화,3
20230001,2023,1,0941026,일반생물학의 이해 및 실험I,교양선택,자연이공계기초,기초과학,4
20230001,2023,1,0921005,독일과독일사람,교양선택,일반,인간과문화,3
20230001,2023,1,0914008,공학도를위한AI활용입문,교양선택,개신기초,정보문해,3
20230001,2023,1,0913002,영어읽기와토론(영어Ⅰ),교양선택,개신기초,영어,3
20230001,2023,2,5110123,미래설계준비,전공필수,전공,필수,1
20230001,2023,2,5110120,오픈소스SW이해 및 실습,전공선택,전공,선택,3
20230001,2023,2,0933011,창업옴니버스,교양선택,확대,진로와취업,2
20230001,2023,2,0912001,대학글쓰기,교양선택,개신기초,의사소통,3
20230001,2023,2,0941003,수학II,교양선택,자연이공계기초,수학,3
20230001,2023,2,0914010,교육을위한AI활용입문,교양선택,개신기초,정보문해,3
20230001,2023,2,0911002,차이와비판적사고,교양선택,개신기초,인성과비판적사고,3
20230001,2023,2,0934008,축구의이론과실기,교양선택,확대,예술과체육,2
20230001,2024,1,5110007,C/C++프로그래밍,전공선택,전공,선택,3
20230001,2024,1,5110125,오픈소스기초프로젝트,전공선택,전공,선택,3
20230001,2024,1,5110121,미래설계구현,전공필수,전공,필수,1
20230001,2024,1,5110047,데이터통신,전공선택,전공,선택,3
20230001,2024,1,5110124,전자회로및설계,전공선택,전공,선택,3
20230001,2024,1,5110005,이산수학,전공필수,전공,필수,3
20230001,2024,1,0932014,기초일본어,교양선택,확대,국제화,2
20230001,2024,2,5110014,데이터 구조,전공필수,전공,필수,3
20230001,2024,2,5110128,논리회로및설계,전공선택,전공,선택,3
20230001,2024,2,5110032,컴퓨터네트워크,전공필수,전공,필수,3
20230001,2024,2,5110126,창업탐색,전공필수,전공,필수,1
20230001,2024,2,5110013,선형대수학,전공선택,전공,선택,3
20230001,2024,2,5110127,오토마타이론,전공선택,전공,선택,3
20230001,2024,2,0934012,배드민턴의이론과실기,교양선택,확대,예술과체육,2
20230001,2025,1,5110132,오픈소스전문프로젝트,전공선택,전공,선택,3
20230001,2025,1,5110099,알고리즘,전공선택,전공,선택,3
20230001,2025,1,5110130,창업기획,전공필수,전공,필수,1
20230001,2025,1,5110016,운영체제,전공필수,전공,필수,3
20230001,2025,1,5110011,컴퓨터구조,전공필수,전공,필수,3
20230001,2025,1,5110018,프로그래밍언어론,전공필수,전공,필수,3
20230001,2025,1,0934013,수영의이론과실기,교양선택,확대,예술과체육,2
20230001,2025,2,5110131,창업설계,전공필수,전공,필수,1
20230001,2025,2,5110134,인공지능,전공선택,전공,선택,3
20230001,2025,2,5110025,데이터베이스시스템,전공선택,전공,선택,3
20230001,2025,2,5110085,소프트웨어공학,전공선택,전공,선택,3
20230001,2025,2,5110108,정보보호,전공선택,전공,선택,3
20230001,2025,2,5110133,산학프로젝트(종합설계),전공필수,전공,필수,3
20230001,2025,2,0922007,영상으로보는한국사,교양선택,일반,사회와역사,3
20230001,2025,2,0933027,CBNU전공탐색,교양선택,확대,진로와취업,1
2025046010,2025,1,5110122,미래설계탐색,전공필수,전공,필수,1
2025046010,2025,1,5110001,창의공학설계,전공필수,전공,필수,2
2025046010,2025,1,0914002,기초컴퓨터프로그래밍,교양선택,개신기초,정보문해,3
2025046010,2025,1,0912001,대학글쓰기,교양선택,개신기초,의사소통,3
2025046010,2025,1,0923017,문화로즐기는음식,교양선택,일반,자연과과학,3
2025046010,2025,1,0941002,수학I,교양선택,자연이공계기초,수학,3
2025046010,2025,1,0913002,영어읽기와토론(영어Ⅰ),교양선택,개신기초,영어,3
2025046010,2025,2,5110123,미래설계준비,전공필수,전공,필수,1
2025046010,2025,2,5110120,오픈소스SW이해 및 실습,전공선택,전공,선택,3
2025046010,2025,2,0922019,공업법규와창업,교양선택,일반,사회와역사,3
2025046010,2025,2,0932014,기초일본어,교양선택,확대,국제화,2
2025046010,2025,2,0941031,기초통계학,교양선택,자연이공계기초,기초과학,3
2025046010,2025,2,0934003,음악의이론과감상,교양선택,확대,예술과체육,3
2025046010,2025,2,0914003,응용컴퓨터프로그래밍,교양선택,개신기초,정보문해,3
2025046010,2025,2,0911002,차이와비판적사고,교양선택,개신기초,인성과비판적사고,3
